,itemID,size,color,manufacturerID,price,customerID,salutation,state,deliveryTime,ageOfAccountUntilTimeOfOrder,age,returnShipment
0,81.0,120.0,36.0,4.0,69.9,3568.0,3.0,0.0,83.0,0.0,60.0,0
1,2394.0,110.0,78.0,48.0,89.9,1060.0,3.0,5.0,83.0,741.0,47.0,0
2,53.0,120.0,58.0,29.0,32.95,2603.0,3.0,0.0,72.0,21.0,43.0,0
3,61.0,117.0,8.0,4.0,14.9,5920.0,3.0,4.0,72.0,424.0,56.0,0
4,2394.0,110.0,82.0,48.0,89.9,1060.0,3.0,5.0,83.0,741.0,47.0,0
5,2399.0,112.0,49.0,4.0,74.9,13845.0,3.0,6.0,72.0,700.0,61.0,0
6,2303.0,107.0,78.0,28.0,59.9,55529.0,3.0,9.0,81.0,0.0,59.0,0
7,56.0,115.0,49.0,2.0,39.9,5908.0,3.0,9.0,72.0,424.0,63.0,0
8,460.0,116.0,42.0,48.0,59.9,16060.0,3.0,9.0,83.0,0.0,61.0,0
9,31.0,120.0,70.0,2.0,21.9,2603.0,3.0,0.0,72.0,21.0,43.0,0
10,2399.0,112.0,54.0,4.0,74.9,13845.0,3.0,6.0,72.0,700.0,61.0,0
11,2290.0,110.0,78.0,2.0,21.9,51653.0,2.0,7.0,92.0,0.0,59.0,0
12,31.0,114.0,72.0,2.0,24.9,2599.0,3.0,1.0,72.0,14.0,40.0,0
13,99.0,55.0,75.0,42.0,69.9,21322.0,2.0,9.0,116.0,492.0,48.0,0
14,61.0,117.0,16.0,4.0,14.9,12472.0,3.0,7.0,90.0,455.0,48.0,0
15,2395.0,112.0,50.0,2.0,49.9,53148.0,3.0,0.0,124.0,0.0,97.0,0
16,2566.0,110.0,70.0,30.0,99.9,47162.0,2.0,2.0,105.0,0.0,58.0,0
17,2346.0,107.0,64.0,19.0,59.9,54887.0,3.0,7.0,72.0,0.0,53.0,0
18,202.0,118.0,77.0,4.0,59.9,8779.0,3.0,9.0,77.0,433.0,56.0,0
19,160.0,63.0,22.0,53.0,69.9,12925.0,3.0,11.0,83.0,0.0,38.0,0
20,2279.0,110.0,85.0,2.0,26.9,51653.0,2.0,7.0,83.0,0.0,59.0,0
21,2346.0,107.0,29.0,19.0,59.9,54887.0,3.0,7.0,72.0,0.0,53.0,0
22,2346.0,109.0,49.0,19.0,59.9,53845.0,3.0,9.0,107.0,0.0,53.0,0
23,2346.0,110.0,49.0,19.0,59.9,57444.0,3.0,0.0,83.0,0.0,64.0,0
24,58.0,117.0,8.0,31.0,19.9,5898.0,3.0,5.0,72.0,444.0,58.0,0
25,2417.0,112.0,17.0,4.0,79.9,53161.0,3.0,1.0,116.0,0.0,97.0,0
26,2361.0,112.0,85.0,2.0,16.9,51558.0,3.0,0.0,94.0,0.0,57.0,0
27,53.0,118.0,50.0,29.0,32.95,2603.0,3.0,0.0,83.0,0.0,43.0,0
28,27.0,115.0,50.0,19.0,39.9,5884.0,3.0,0.0,72.0,424.0,49.0,0
29,56.0,115.0,65.0,2.0,39.9,11618.0,3.0,9.0,1.0,446.0,59.0,0
30,2279.0,109.0,54.0,2.0,26.9,59698.0,3.0,12.0,106.0,0.0,46.0,0
31,1511.0,112.0,76.0,2.0,29.9,5703.0,3.0,9.0,83.0,682.0,55.0,0
32,1497.0,120.0,17.0,36.0,26.9,35316.0,3.0,9.0,80.0,580.0,64.0,0
33,67.0,115.0,77.0,2.0,19.9,5908.0,3.0,9.0,72.0,424.0,63.0,0
34,50.0,120.0,70.0,4.0,69.9,21597.0,3.0,6.0,83.0,0.0,50.0,0
35,1462.0,63.0,19.0,0.0,129.9,26307.0,3.0,0.0,1.0,533.0,59.0,0
36,2326.0,110.0,49.0,28.0,89.9,57424.0,3.0,9.0,76.0,0.0,51.0,0
37,2341.0,110.0,49.0,4.0,59.9,59452.0,3.0,6.0,102.0,0.0,56.0,0
38,1497.0,114.0,49.0,36.0,26.9,36605.0,3.0,1.0,86.0,0.0,64.0,0
39,185.0,115.0,17.0,24.0,69.9,9244.0,3.0,1.0,94.0,7.0,81.0,0
40,40.0,63.0,17.0,0.0,99.9,11333.0,3.0,14.0,83.0,444.0,54.0,0
41,2341.0,108.0,49.0,4.0,59.9,59464.0,3.0,1.0,117.0,0.0,41.0,0
42,2350.0,110.0,78.0,2.0,59.9,48168.0,3.0,0.0,94.0,21.0,49.0,0
43,2371.0,109.0,50.0,45.0,39.9,52960.0,3.0,15.0,116.0,0.0,54.0,0
44,31.0,118.0,77.0,2.0,21.9,11458.0,3.0,9.0,83.0,434.0,56.0,0
45,256.0,118.0,78.0,2.0,24.9,18957.0,3.0,9.0,94.0,281.0,66.0,0
