,itemID,size,color,manufacturerID,price,customerID,salutation,state,deliveryTime,ageOfAccountUntilTimeOfOrder,age,returnShipment
0,506.0,72.0,17.0,0.0,99.9,3893.0,3.0,2.0,2,418,58,0
1,562.0,115.0,50.0,73.0,19.9,22553.0,3.0,7.0,1,644,62,0
2,2270.0,69.0,17.0,5.0,69.9,16823.0,3.0,14.0,3,492,61,0
3,1735.0,91.0,17.0,56.0,130.0,25146.0,3.0,7.0,2,124,58,0
4,215.0,115.0,78.0,28.0,59.9,15381.0,3.0,1.0,1,462,51,0
5,1454.0,120.0,9.0,36.0,29.9,28594.0,3.0,9.0,79,539,53,0
6,1442.0,53.0,50.0,42.0,89.9,20168.0,3.0,2.0,-1,307,70,0
7,1737.0,72.0,77.0,53.0,169.9,39577.0,3.0,9.0,6,24,49,0
8,1511.0,107.0,49.0,2.0,29.9,13040.0,3.0,7.0,3,709,48,0
9,2443.0,107.0,82.0,145.0,34.9,52431.0,2.0,14.0,1,10,63,0
10,1830.0,67.0,19.0,0.0,109.9,50312.0,3.0,7.0,2,719,56,0
11,78.0,63.0,19.0,0.0,99.9,10280.0,3.0,3.0,3,548,49,0
12,1602.0,115.0,17.0,36.0,69.9,34719.0,3.0,8.0,3,0,36,0
13,398.0,115.0,22.0,27.0,74.9,16836.0,3.0,7.0,3,503,48,0
14,215.0,115.0,19.0,28.0,59.9,10258.0,3.0,1.0,3,216,120,0
15,1451.0,69.0,9.0,89.0,59.9,35516.0,2.0,6.0,-1,317,77,0
16,527.0,120.0,50.0,55.0,39.9,2459.0,3.0,9.0,-1,407,57,0
17,399.0,118.0,19.0,45.0,14.9,13926.0,3.0,7.0,4,456,61,0
18,21.0,115.0,49.0,13.0,24.9,26702.0,3.0,9.0,2,529,-1,0
19,213.0,114.0,61.0,27.0,49.9,22247.0,3.0,2.0,2,497,59,0
20,2414.0,110.0,85.0,13.0,79.9,32603.0,3.0,12.0,2,432,45,0
21,72.0,118.0,78.0,34.0,79.9,17604.0,3.0,15.0,17,0,58,0
22,1664.0,63.0,22.0,44.0,154.0,42797.0,3.0,9.0,3,0,44,0
23,2348.0,110.0,16.0,45.0,29.9,3696.0,3.0,9.0,2,341,-1,0
24,1593.0,116.0,16.0,2.0,24.9,30677.0,3.0,1.0,6,0,59,0
25,95.0,115.0,85.0,2.0,16.9,15058.0,3.0,1.0,1,461,58,0
26,74.0,114.0,19.0,35.0,39.9,12334.0,3.0,7.0,2,473,68,0
27,1483.0,116.0,17.0,36.0,39.9,17060.0,3.0,1.0,4,452,61,0
28,2271.0,112.0,82.0,2.0,21.9,40640.0,3.0,7.0,12,694,52,0
29,2700.0,42.0,22.0,50.0,69.9,59227.0,3.0,10.0,4,0,53,0
30,340.0,114.0,52.0,36.0,24.9,22060.0,3.0,15.0,1,105,53,0
31,325.0,118.0,17.0,36.0,29.9,9326.0,3.0,1.0,3,5,45,0
32,1622.0,69.0,75.0,39.0,97.0,17828.0,3.0,9.0,4,376,51,0
33,2333.0,91.0,83.0,20.0,69.95,30049.0,3.0,1.0,3,773,54,0
34,2352.0,110.0,17.0,2.0,34.9,31910.0,3.0,9.0,1,137,38,0
35,2465.0,108.0,49.0,2.0,59.9,42478.0,3.0,10.0,10,60,51,0
36,2279.0,112.0,7.0,2.0,26.9,33440.0,3.0,1.0,2,713,57,0
37,2226.0,117.0,17.0,26.0,6.5,38000.0,3.0,1.0,3,597,52,0
38,1384.0,116.0,16.0,2.0,24.9,37285.0,3.0,1.0,-1,0,50,0
39,95.0,114.0,8.0,2.0,16.9,7677.0,3.0,14.0,1,55,-1,0
40,1569.0,117.0,3.0,35.0,24.9,28473.0,3.0,7.0,2,0,60,0
41,1823.0,117.0,68.0,72.0,24.9,38415.0,3.0,9.0,14,0,60,0
42,1663.0,59.0,17.0,37.0,159.9,35079.0,3.0,7.0,3,0,-1,0
43,346.0,53.0,44.0,16.0,54.9,22463.0,3.0,0.0,2,497,56,0
44,1714.0,55.0,19.0,42.0,99.9,30160.0,3.0,1.0,3,163,49,0
45,1304.0,41.0,78.0,68.0,42.9,22274.0,3.0,6.0,1,532,51,0
46,511.0,118.0,42.0,24.0,59.9,38047.0,3.0,9.0,3,598,67,0
47,253.0,118.0,85.0,36.0,17.9,24872.0,3.0,0.0,15,7,43,0
48,1634.0,63.0,75.0,42.0,119.9,33205.0,3.0,10.0,2,0,69,0
49,269.0,114.0,8.0,4.0,29.9,14993.0,3.0,13.0,-1,372,53,0
50,1593.0,114.0,16.0,2.0,24.9,4209.0,3.0,12.0,4,591,48,0
51,2522.0,117.0,49.0,4.0,14.9,20723.0,3.0,13.0,-1,637,47,0
52,596.0,72.0,22.0,0.0,79.9,1186.0,3.0,2.0,1,497,61,0
53,1619.0,59.0,17.0,54.0,189.9,37060.0,3.0,6.0,18,548,43,0
54,694.0,59.0,78.0,43.0,65.0,25621.0,3.0,3.0,5,497,58,0
55,1450.0,114.0,18.0,41.0,149.9,6273.0,3.0,0.0,-1,188,60,0
56,73.0,53.0,72.0,23.0,69.9,1154.0,3.0,10.0,3,411,-1,0
57,56.0,118.0,49.0,2.0,34.9,13580.0,3.0,9.0,1,498,-1,0
58,407.0,67.0,85.0,56.0,42.4,22157.0,3.0,1.0,2,0,44,0
59,2271.0,114.0,75.0,2.0,24.9,39820.0,3.0,6.0,39,401,58,0
60,1800.0,18.0,78.0,47.0,119.0,44246.0,2.0,1.0,3,0,-1,0
61,2302.0,117.0,50.0,122.0,5.95,32322.0,2.0,1.0,2,718,70,0
62,30.0,55.0,19.0,21.0,19.9,20697.0,3.0,5.0,-1,497,63,0
63,1623.0,107.0,17.0,89.0,189.9,3941.0,3.0,1.0,-1,624,75,0
64,1330.0,48.0,17.0,50.0,44.9,20506.0,3.0,6.0,2,29,49,0
65,375.0,120.0,17.0,4.0,59.9,10007.0,3.0,9.0,-1,439,55,0
66,5.0,74.0,19.0,5.0,39.9,15743.0,3.0,7.0,3,690,53,0
67,182.0,118.0,17.0,4.0,79.9,2900.0,3.0,6.0,3,434,55,0
68,174.0,118.0,8.0,2.0,16.9,4000.0,3.0,7.0,2,418,53,0
69,124.0,115.0,17.0,1.0,19.9,11553.0,3.0,10.0,1,42,49,0
70,1450.0,115.0,18.0,41.0,149.9,5599.0,3.0,7.0,32,124,60,0
71,243.0,59.0,17.0,0.0,89.9,21170.0,3.0,7.0,3,494,71,0
72,146.0,59.0,19.0,0.0,99.9,16516.0,3.0,6.0,-1,468,58,0
73,596.0,55.0,22.0,0.0,159.9,5803.0,3.0,10.0,4,67,54,0
74,1485.0,115.0,9.0,27.0,79.9,35992.0,3.0,1.0,6,0,51,0
75,2370.0,108.0,70.0,45.0,24.9,2723.0,3.0,0.0,67,356,46,0
76,1500.0,110.0,49.0,2.0,39.9,44185.0,3.0,13.0,-1,44,53,0
77,1584.0,55.0,22.0,93.0,69.9,18559.0,3.0,0.0,1,240,61,0
78,2276.0,114.0,78.0,36.0,29.9,156.0,3.0,9.0,35,694,56,0
79,58.0,117.0,83.0,31.0,19.9,5973.0,3.0,2.0,-1,0,47,0
80,95.0,118.0,70.0,2.0,16.9,9858.0,3.0,9.0,1,366,54,0
81,156.0,117.0,77.0,31.0,0.0,13582.0,3.0,0.0,1,461,58,0
82,1572.0,108.0,68.0,28.0,59.9,4672.0,3.0,7.0,3,233,-1,0
83,1667.0,107.0,83.0,41.0,69.9,30481.0,3.0,14.0,1,149,60,0
84,944.0,91.0,17.0,20.0,39.9,20558.0,3.0,1.0,4,118,50,0
85,31.0,120.0,19.0,2.0,21.9,18676.0,3.0,9.0,-1,116,53,0
86,244.0,59.0,77.0,39.0,59.9,23845.0,3.0,0.0,2,223,120,0
87,2523.0,112.0,49.0,45.0,29.9,5644.0,3.0,3.0,3,758,61,0
88,192.0,118.0,17.0,4.0,69.9,14587.0,3.0,0.0,-1,260,71,0
89,1371.0,118.0,29.0,2.0,29.9,35104.0,3.0,12.0,8,0,-1,0
90,62.0,118.0,19.0,32.0,9.9,1531.0,3.0,9.0,8,477,51,0
91,1662.0,67.0,22.0,49.0,65.0,36957.0,3.0,6.0,4,112,42,0
92,2351.0,117.0,7.0,70.0,19.9,720.0,3.0,9.0,42,727,70,0
93,1925.0,114.0,80.0,41.0,119.9,40366.0,2.0,1.0,-1,0,-1,0
94,1704.0,59.0,8.0,16.0,139.9,10727.0,3.0,9.0,-1,607,10,0
95,1722.0,69.0,19.0,6.0,19.9,23639.0,3.0,6.0,1,360,55,0
96,2523.0,107.0,49.0,45.0,29.9,59220.0,3.0,9.0,12,0,64,0
97,61.0,117.0,85.0,4.0,0.0,3681.0,3.0,12.0,2,501,47,0
98,125.0,6.0,50.0,20.0,39.95,14359.0,3.0,7.0,6,376,45,0
99,1374.0,114.0,62.0,2.0,16.9,28372.0,3.0,7.0,1,0,61,0
100,21.0,115.0,85.0,13.0,39.9,6955.0,3.0,1.0,5,428,66,0
101,1507.0,70.0,17.0,0.0,99.9,22506.0,3.0,0.0,5,694,54,0
102,1471.0,117.0,16.0,101.0,49.9,32491.0,3.0,0.0,3,394,-1,0
103,1542.0,50.0,50.0,0.0,104.0,24400.0,3.0,1.0,2,746,62,0
104,2399.0,107.0,17.0,4.0,79.9,39632.0,3.0,9.0,3,769,57,0
105,2276.0,109.0,50.0,36.0,29.9,38684.0,3.0,0.0,69,98,42,0
106,2047.0,114.0,78.0,55.0,31.95,33800.0,3.0,12.0,3,576,46,0
107,325.0,114.0,77.0,36.0,19.9,16586.0,3.0,4.0,1,497,64,0
108,53.0,120.0,42.0,29.0,19.9,17704.0,3.0,0.0,2,473,49,0
109,31.0,116.0,72.0,2.0,24.9,16049.0,3.0,9.0,2,466,56,0
110,2602.0,63.0,72.0,23.0,79.9,11551.0,3.0,1.0,1,699,65,0
111,329.0,115.0,50.0,45.0,29.9,7273.0,3.0,7.0,4,206,49,0
112,19.0,53.0,17.0,14.0,52.95,8338.0,3.0,1.0,14,143,120,0
113,1559.0,63.0,3.0,16.0,179.9,3626.0,3.0,14.0,1,566,52,0
114,26.0,91.0,19.0,18.0,39.9,21993.0,3.0,9.0,-1,496,-1,0
115,1657.0,63.0,50.0,49.0,89.9,10405.0,3.0,6.0,2,146,63,0
116,1580.0,116.0,22.0,10.0,99.9,12570.0,3.0,7.0,3,577,52,0
117,2279.0,107.0,85.0,2.0,26.9,3385.0,3.0,14.0,26,409,65,0
118,182.0,116.0,77.0,4.0,79.9,4037.0,3.0,14.0,3,50,66,0
119,58.0,117.0,8.0,31.0,9.9,51747.0,3.0,9.0,3,0,64,0
120,1588.0,114.0,65.0,45.0,39.9,23359.0,3.0,1.0,4,603,68,0
121,2469.0,93.0,78.0,20.0,79.95,5001.0,3.0,0.0,1,743,64,0
122,1454.0,120.0,17.0,36.0,29.9,26838.0,3.0,1.0,7,531,54,0
123,2382.0,107.0,78.0,2.0,59.9,47606.0,3.0,7.0,19,0,44,0
124,2581.0,56.0,19.0,0.0,129.9,56047.0,3.0,11.0,-1,0,52,0
125,1603.0,110.0,14.0,45.0,24.9,43852.0,3.0,14.0,1,42,75,0
126,2601.0,53.0,19.0,0.0,79.9,53815.0,3.0,7.0,4,0,-1,0
127,257.0,53.0,78.0,0.0,119.9,8097.0,3.0,1.0,15,0,54,0
128,1669.0,63.0,68.0,5.0,39.9,51526.0,3.0,9.0,4,0,64,0
129,46.0,120.0,19.0,10.0,79.9,4330.0,1.0,9.0,-1,116,43,0
130,2279.0,108.0,78.0,2.0,26.9,10074.0,3.0,9.0,2,610,55,0
131,807.0,117.0,61.0,27.0,24.9,6978.0,3.0,7.0,5,596,55,0
132,1420.0,49.0,78.0,25.0,69.9,24975.0,3.0,3.0,2,18,60,0
133,2279.0,108.0,7.0,2.0,26.9,51462.0,3.0,0.0,4,0,-1,0
134,31.0,114.0,8.0,2.0,24.9,9462.0,3.0,1.0,2,62,55,0
135,70.0,91.0,68.0,20.0,69.95,534.0,3.0,10.0,25,152,67,0
136,640.0,90.0,19.0,3.0,89.9,20705.0,3.0,7.0,6,23,51,0
137,1683.0,81.0,17.0,5.0,69.9,36068.0,3.0,7.0,79,35,56,0
138,2382.0,109.0,78.0,2.0,59.9,28482.0,3.0,14.0,66,550,49,0
139,1913.0,117.0,79.0,124.0,0.0,21209.0,3.0,0.0,24,646,55,0
140,1414.0,67.0,22.0,26.0,9.95,235.0,3.0,1.0,3,537,43,0
141,1715.0,110.0,50.0,29.0,27.9,44778.0,3.0,9.0,4,0,-1,0
142,2373.0,117.0,83.0,70.0,19.9,58501.0,3.0,9.0,5,0,53,0
143,2308.0,49.0,19.0,112.0,69.9,49906.0,3.0,15.0,4,315,-1,0
144,1533.0,59.0,49.0,22.0,149.9,39944.0,3.0,5.0,-1,0,-1,0
145,1588.0,107.0,77.0,45.0,19.9,6377.0,3.0,9.0,2,257,53,0
146,32.0,118.0,17.0,4.0,59.9,24972.0,3.0,0.0,-1,0,69,0
147,1483.0,108.0,70.0,36.0,29.9,36749.0,3.0,7.0,3,709,46,0
148,1371.0,114.0,17.0,2.0,21.9,12611.0,3.0,7.0,13,459,55,0
149,1733.0,64.0,17.0,0.0,134.9,35591.0,3.0,10.0,5,0,65,0
150,1472.0,117.0,50.0,101.0,24.9,34143.0,3.0,4.0,5,0,53,0
151,50.0,114.0,72.0,4.0,69.9,16251.0,3.0,1.0,2,0,-1,0
152,262.0,69.0,42.0,5.0,39.9,32255.0,3.0,3.0,3,0,53,0
153,278.0,117.0,73.0,26.0,4.95,6298.0,3.0,1.0,2,475,59,0
154,1371.0,115.0,86.0,2.0,26.9,23356.0,3.0,9.0,1,0,51,0
155,1829.0,67.0,22.0,44.0,86.0,52543.0,3.0,7.0,1,3,48,0
156,776.0,55.0,17.0,54.0,87.9,22637.0,3.0,5.0,1,498,-1,0
157,2462.0,107.0,7.0,4.0,59.9,4332.0,3.0,9.0,60,334,65,0
158,2711.0,117.0,17.0,122.0,6.95,4612.0,3.0,0.0,1,754,63,0
159,317.0,63.0,42.0,24.0,69.9,408.0,3.0,0.0,5,428,40,0
160,154.0,114.0,9.0,4.0,49.9,13816.0,3.0,0.0,3,465,64,0
161,2354.0,112.0,17.0,36.0,59.9,48402.0,3.0,7.0,39,703,57,0
162,1378.0,114.0,7.0,2.0,21.9,29616.0,3.0,0.0,91,156,63,0
163,1815.0,63.0,50.0,0.0,159.9,33430.0,3.0,7.0,4,576,65,0
164,2464.0,108.0,17.0,2.0,34.9,1702.0,3.0,1.0,2,328,57,0
165,1839.0,53.0,17.0,54.0,179.9,13125.0,3.0,5.0,33,123,55,0
166,1820.0,120.0,50.0,28.0,89.9,39085.0,3.0,14.0,2,274,-1,0
167,2326.0,108.0,7.0,28.0,89.9,16948.0,3.0,0.0,4,302,64,0
168,316.0,59.0,17.0,39.0,89.9,21400.0,3.0,14.0,-1,37,58,0
169,46.0,118.0,19.0,10.0,39.9,23297.0,3.0,1.0,-1,404,40,0
170,1525.0,53.0,17.0,16.0,169.9,12126.0,3.0,7.0,3,90,52,0
171,2552.0,107.0,50.0,4.0,89.9,36092.0,3.0,9.0,4,118,-1,0
172,280.0,114.0,17.0,19.0,29.9,2015.0,3.0,6.0,2,455,54,0
173,38.0,63.0,22.0,25.0,119.9,3282.0,3.0,6.0,4,25,48,0
174,269.0,116.0,61.0,4.0,59.9,6713.0,3.0,1.0,1,21,-1,0
175,2355.0,110.0,16.0,45.0,34.9,57438.0,3.0,7.0,3,0,69,0
176,2884.0,59.0,76.0,50.0,69.9,35799.0,3.0,6.0,7,186,51,0
177,2279.0,107.0,54.0,2.0,26.9,12537.0,3.0,9.0,26,244,59,0
178,1979.0,120.0,3.0,116.0,109.9,15542.0,3.0,9.0,3,562,57,0
179,915.0,49.0,17.0,43.0,82.5,23909.0,3.0,0.0,2,155,-1,0
180,1527.0,63.0,49.0,37.0,99.9,44253.0,3.0,1.0,3,0,57,0
181,2408.0,108.0,70.0,4.0,79.9,2993.0,3.0,9.0,2,0,53,0
182,1519.0,107.0,45.0,48.0,59.9,4166.0,3.0,3.0,2,274,-1,0
183,567.0,55.0,77.0,77.0,59.9,13499.0,3.0,0.0,7,267,57,0
184,325.0,118.0,19.0,36.0,29.9,21758.0,3.0,0.0,7,0,63,0
185,127.0,118.0,50.0,48.0,79.9,15380.0,3.0,14.0,1,462,76,0
186,61.0,117.0,42.0,4.0,9.9,25457.0,3.0,1.0,1,132,46,0
187,2310.0,84.0,22.0,18.0,79.9,50599.0,3.0,0.0,4,0,60,0
188,1384.0,120.0,62.0,2.0,21.9,6828.0,3.0,7.0,2,449,65,0
189,249.0,53.0,17.0,11.0,99.9,3010.0,3.0,1.0,1,475,63,0
190,1553.0,120.0,17.0,47.0,279.95,3208.0,3.0,9.0,-1,512,51,0
191,105.0,74.0,17.0,5.0,39.9,14784.0,3.0,9.0,2,460,54,0
192,2455.0,116.0,76.0,13.0,89.9,57145.0,3.0,6.0,61,7,53,0
193,1534.0,118.0,50.0,10.0,69.9,10890.0,3.0,1.0,1,11,51,0
194,1642.0,120.0,65.0,2.0,49.9,5664.0,3.0,10.0,3,350,67,0
195,58.0,117.0,50.0,31.0,19.9,12244.0,3.0,7.0,1,11,44,0
196,2108.0,55.0,80.0,26.0,4.95,22152.0,3.0,14.0,3,297,61,0
197,80.0,67.0,19.0,37.0,59.9,6197.0,4.0,1.0,3,354,60,0
198,1441.0,112.0,65.0,2.0,29.9,17370.0,3.0,9.0,2,641,52,0
199,2330.0,117.0,80.0,31.0,39.9,47633.0,3.0,6.0,21,0,58,0
200,2294.0,110.0,54.0,2.0,16.9,771.0,3.0,0.0,2,603,66,0
201,1268.0,33.0,17.0,50.0,49.9,32775.0,3.0,1.0,1,169,42,0
202,202.0,107.0,42.0,4.0,39.9,514.0,3.0,0.0,1,694,63,0
203,21.0,115.0,19.0,13.0,24.9,11960.0,3.0,1.0,3,200,76,0
